Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Inspection Date,Decision Date,Inspection Result,Link,Charges
"SAFEWAY STORE #535","20711 BOTHELL-EVERETT HWY","BOTHELL","WA",98012,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"HIGHS 64","5655 TELEGRAPH RD","ELKTON","MD",21921,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"RITE AID #7228","3082 BIENVILLE BLVD.","OCEAN SPRINGS","MS",39564,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"WALGREENS 7579","5093 W HARDY ST","HATTIESBURG","MS",39402,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"LOAF N JUG #86","2810 TROY AVE","PUEBLO","CO",81001,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER #916","6072 HWY 98","HATTIESBURG","MS",39402,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"ALPHON INC","1718 REISTERSTOWN RD","BALTIMORE","MD",21208,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"VALLEY AMOCO","9604 REISTERSTOWN RD","OWINGS MILLS","MD",21117,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"HOOPS SPORTS BAR & GRILLE","2103 W LINCOLN AVE","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"NOB HILL BOWLING CENTER","3807 W NOB HILL BLVD","YAKIMA","WA",98901,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"CANTON JUNCTION","1445 W PEACE ST","CANTON","MS",39046,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"CIGAR CHARLIES DISCOUNT TOBACCO","902A HWY 45 S ALT","WEST POINT","MS",39773,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"COLUMBIA PIKE SERVICE INC","4205 MONTGOMERY RD","ELLICOTT CITY","MD",21043,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"COLUMBINE WINES AND LIQUORS INC","7660 S PIERCE ST","LITTLETON","CO",80128,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"LUCKY SMOKE SHOP  CORP.","1802 FRUITVALE BLVD","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"ELLAS COUNTRY STORE","4106 HWY 407","MCCOOL","MS",39108,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"MILLION DOLLAR MARYS SMOKE","36 PROVINCE ST","BOSTON","MA",02108,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"FAST TRAC EXXON","6061 HWY 98 W","HATTIESBURG","MS",39402,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"M&M FOODS","1004 W 29TH ST","PUEBLO","CO",81008,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"JAX FOODS","3019 E MISSION AVE","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"FOOD MART","11202 STEELE ST S","LAKEWOOD","WA",98499,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"MIKES GROCERY","2367 WASHINGTON BLVD","BALTIMORE","MD",21230,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"HY'S GROCERY","1219 W LINCOLN AVE","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"HAMILTON MART","1320 N HAMILTON ST","SPOKANE","WA",99202,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"HANDY SANDY","QUITMAN STREET","IUKA","MS",38852,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"HARBOR SHELL","1712 RUSSELL ST","BALTIMORE","MD",21230,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"HAROLDS SHORTSTOP","504 HOLLAND AVE","PHILADELPHIA","MS",39350,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"MILFORD MILL SERVICE INC","8029 LIBERTY RD","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"SHAKEEL RANJHA LLC","8722 TOWN & COUNTRY BLVD","ELLICOTT CITY","MD",21043,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"SPRINT MART","1125 HWY 82","STARKVILLE","MS",39759,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"MIKE'S STOP","37953 HWY 12","WEIR","MS",39772,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"THE NEWS STAND","6901 SECURITY BLVD SPACE 889","BALTIMORE","MD",21244,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"NEW TOWN WINE & SPIRITS","9740 GROFFS MILL DR","OWINGS MILL","MD",21117,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"THE VALLEY QUICK STOP","629 HWY 27","JAYESS","MS",39641,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"SAMS WINE & SPIRIT","11130 REISTERSTOWN RD","OWINGS MILLS","MD",21117,"Yes","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"SMART STOP","5315 MARSHALL ST","ARVADA","CO",80002,"No","No","N/A","N/A","Not available",02/11/2011,"No Violations Observed","","N/A"
"WALGREENS #06917","8333 MARTIN WAY E","LACEY","WA",98516,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"CHEVRON USA #1126","1601 MARVIN RD NE","LACEY","WA",98506,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"FREDS OF COLDWATER #1260","520 CENTRAL","COLDWATER","MS",38619,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"16TH STREET MARKET","1121 S 16TH ST","SUNNYSIDE","WA",98944,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"QUIK MART #17","1434 W COMMERCE   ST","LEWISBURG","TN",37091,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"VALERO CORNER STORE #1719","1660 N COLLEGE AVE","FORT COLLINS","CO",80524,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"ROBBINS 66 #2","1000 CLIFF GOOKIN BLVD","TUPELO","MS",38801,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"7-ELEVEN 2301-20804D","S 925 MISSION","WENATCHEE","WA",98801,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"PIGGLY WIGGLY 21","HWY 1 & HWY 8","ROSEDALE","MS",38769,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"DOUBLE QUICK #23","701 MAIN ST","GREENWOOD","MS",38930,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"CIRCLE K STORE #2709860","23 W WOLFENSBERGER RD","CASTLE ROCK","CO",80109,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"EXPRESS SHOP #28","2611 WEST EASON BLVD","TUPELO","MS",38801,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER #3531","1401 GALAXY DR NE","LACEY","WA",98516,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"DILLONS #37","6829 SW 29TH","TOPEKA","KS",66614,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"GREERS #37","200 MAIN ST","STATELINE","MS",39362,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"MINIT MART #38","7183 U S HIGHWAY 98","HATTIESBURG","MS",39402,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS 3862","201 WILSON DRIVE","SENATOBIA","MS",38668,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"WANAMAKER GAS 4 LESS","2855 SW WANAMAKER RD","TOPEKA","KS",66614,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"TRIPLE STOP # 4","2600 HUMPHREY HWY","GREENWOOD","MS",38930,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"SAFEWAY STORE #462","205 5TH AVE N","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"JR FOOD MART #473","693 WINTER ST","LUCEDALE","MS",39452,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"TOP FOOD & DRUG #49","5600 MARTIN WAY","LACEY","WA",98516,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"WALGREENS #4981","3630 SW WANAMAKER RD","TOPEKA","KS",66614,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"PACESETTER 5","203 HWY 541 EAST","MAGEE","MS",39111,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"DANDY DANS #517","5000 HWY 98 W","HATTIESBURG","MS",39402,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"MS OIL 531","6470 HWY 98 W","HATTIESBURG","MS",39402,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"SAFEWAY STORE #543","4700 YELM RD SE","LACEY","WA",98503,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"JACKSONS #616","11700 NE 160TH ST","BOTHELL","WA",98011,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"LOAF N JUG #70","4001 JERRY MURPHY RD","PUEBLO","CO",81001,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"FOOD LION  #851","3201  WILCOX BLVD SUITE B","CHATTANOOGA","TN",37411,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"FLASH MARKET 86","9944 HWY 51 NORTH","COLDWATER","MS",38618,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"CVS/PHARMACY #8605","2835 SW WANAMAKER RD","TOPEKA","KS",66614,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"ALLEN FOOD STORE","766 HWY 468","BRANDON","MS",39042,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"HARRISON AVE SHELL MART","609 HARRISON AVE","CENTRALIA","WA",98531,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"BEACON HILL VARIETY","8A BEACON ST","BOSTON","MA",02108,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"BIG E'S QUICK MART","326 N GATEWAY   AVE","ROCKWOOD","TN",37854,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"BP SENATOBIA","509 MAIN STREET","SENATOBIA","MS",38668,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"CHRIS LIQUOR & GRILL INC","1271 WASHINGTON BLVD","BALITMORE","MD",21230,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"CITY CONVENIENCE","23 BEACON ST","BOSTON","MA",02108,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"COLDWATER MARKET & DELI","730 HWY 306","COLDWATER","MS",38618,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"M & K CONVENIENCE","24523 HIGHWAY 80 EAST","LAKE","MS",39092,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"YAK'S DELI & MART","4930 KITSAP WAY","BREMERTON","WA",98312,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"A & V DISCOUNT  TOBACCO","2901 1/2 CLAY ST","VICKSBURG","MS",39180,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"HANOVER EXON","7898 RIDGE RD","HANOVER","MD",21076,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"KANGAROO EXPRESS","510 E MAIN ST","SENETOBIA","MS",38668,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"FULL HOUSE EXXON","2244 CASINO STRIP RSRT BLVD","ROBINSONVILLE","MS",38664,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"ONE STOP FOOD MART","1030 HWY 45 S","WEST POINT","MS",39773,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"LAKESIDE FOOD MART","1519 AZALEA DRIVE","WAYNESBORO","MS",39367,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"GARY QUICK STOP","25057 HWY 51 SOUTH","CRYSTAL SPRINGS","MS",39059,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"JOHNS GROCERY","2033 HWY 80","VICKSBURG","MS",39180,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"POPPY'S GROCERY","203 TEN MILE CREEK ROAD","FOXWORTH","MS",39483,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"NOB HILL SMOKE SHOP","3611 W NOB HILL BLVD","YAKIMA","WA",98902,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"ROBIN HOODS","746 S ESHMAN","WEST POINT","MS",39773,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"WATERLOO SHELL INC","5651 WATERLOO RD","ELLICOTT CITY","MD",21043,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"KELLYS LIQUORS","4882 MONTGOMERY RD","ELLICOTT CITY","MD",21043,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"LEWISVILLE ONE STOP MARKET","27000 NE LEWISVILLE HWY","BATTLE GROUND","WA",98604,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"SAFARI MARKET","660 HWY 45 N","WEST POINT","MS",39773,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"STAR MART","1534 W PEACE ST","CANTON","MS",39046,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"SOUTH SIDE MART","749 S MAIN ST","FOREST","MS",39074,"No","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"VENERSBORG STORE","24202 NE 209TH ST","BATTLE GROUND","WA",98604,"Yes","No","N/A","N/A","Not available",02/10/2011,"No Violations Observed","","N/A"
"FREDS XPRESS 3755","P O BOX 2009 HWY 84 W","MONTICELLO","MS",39654,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"SPACEWAY OIL 501","5324 HWY 80","MORTON","MS",39117,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"CVS PHARMACY # 5878","1201 HWY 49 S","RICHLAND","MS",39218,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"7-ELEVEN CONVENIENCE STORE","4882 MONTGOMERY RD SUITE E","ELLICOTT CITY","MD",21043,"Yes","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"WALGREENS # 7656","1199 HWY 49","RICHLAND","MS",39218,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"BP","5977 SW 29TH ST","TOPEKA","KS",66614,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"CENTER GROCERY","218 E LINCOLN RD","MONTICELLO","MS",39654,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"LEM KING CO","312 JENNY WASHINGTON STREET","PACE","MS",38764,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"LIL COUNTRY STORE","3180 HWY 26 W","LUCEDALE","MS",39452,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"PALACE DRUGS","COLUMBIA AVE","PRENTISS","MS",39474,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"ELKTON LIQUOR WAREHOUSE","309 AUGUSTINE HERMAN HWY","ELKTON","MD",21921,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"FAYETTE SUPERMARKET","110 HARRISON ST","FAYETTE","MS",39069,"Yes","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"WONG FOOD MARKET","416 BRUCE ST","ROSEDALE","MS",38769,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"LAKE SERENE GROCERY","6411 HWY 98 W","HATTIESBURG","MS",39402,"Yes","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"ONE-STOP LIQUOR","2600 E 8TH ST","PUEBLO","CO",81001,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"VOWELL'S MARKET PLACE","820 HIGHWAY 35 NORTH","FOREST","MS",39074,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"SCOTTS MINI MART","303 NORTH SECOND","BOONEVILLE","MS",38829,"Yes","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"WESTSIDE TEXACO","903 S MAIN ST","ROSEDALE","MS",38769,"No","No","N/A","N/A","Not available",02/09/2011,"No Violations Observed","","N/A"
"SUPER STOP #11","HWY 16 & 39","DEKALB","MS",39328,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"WAL-MART 114","HWY 4 EAST","BOONEVILLE","MS",38829,"Yes","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"DOUBLE QUICK #21","814 HWY 82 WEST","GREENWOOD","MS",38930,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"EXPRESS SHOP #27","4004 WEST MAIN & COLEY ROAD","TUPELO","MS",38801,"Yes","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"DIAMOND SHAMROCK CORNER STORE #4104","4701 S LEMAY","FORT COLLINS","CO",80521,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"SPACEWAY OIL 519","2880 COLUMBIA AVE","PRENTISS","MS",39474,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"FRED MEYER/FM FUEL #614","401 NW 12TH AVE","BATTLE GROUND","WA",98604,"Yes","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"JACKSONS #640","3251 PACIFIC HWY E","FIFE","WA",98424,"Yes","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"ROYAL FARMS 84","25 AUGUSTINE HERMAN HWY","ELKTON","MD",21921,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"ALGIERS","120 1/2 W LAUREL UNIT A","FORT COLLINS","CO",80524,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"MAIN STREET STATION BAR & GRILL","805 E MAIN ST","BATTLE GROUND","WA",98604,"Yes","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"PADDY BARRYS","1574 HANCOCK ST","QUINCY","MA",02169,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"BP","5780 HWY 80","CLINTON","MS",39056,"Yes","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"CENEX","2202 N MONROE ST","SPOKANE","WA",99205,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"WRIGHT COUNTRY DELI","1829 E OLD PHILADELPHIA RD","ELKTON","MD",21921,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"CRAIGS MINI MART","HWY 12 WEST","WEIR","MS",39772,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"SOUTHWEST DISCOUNT LIQUORS","3212 WASHINGTON BLVD","BALTIMORE","MD",21230,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"DOUGS SHORT STOP","294 WEST BEACON ST","PHILADELPHIA","MS",39350,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"FORD'S STORE","14210 HIGHWAY 16 E","PHILADELPHIA","MS",39350,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"LOUISVILLE GAS & GROCERY LLC","947 PINE","LOUISVILLE","CO",80027,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"RED GARDEN LIQUOR","9075 W 44TH AVE","WHEAT RIDGE","CO",80033,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
"SHOP N GO","789 WASHINGTON BLVD","BALTIMORE","MD",21230,"No","No","N/A","N/A","Not available",02/08/2011,"No Violations Observed","","N/A"
