Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Inspection Date,Decision Date,Inspection Result,Link,Charges
"CIRCLE K #7736","2113 SAINT STEPHENS RD","PRICHARD","AL",36617,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"GITTY UP N GO #8","1923 E THREE NOTCH ST","ANDALUSIA","AL",36420,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"COGOS 805","4071 BEECHWOOD BOULEVARD","PITTSBURGH","PA",15217,"Yes","Yes","Cigarettes in a package","Newport","05/31/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"JR'S #815","1025 PARK AVE","MONTE VISTA","CO",81144,"Yes","Yes","Cigarettes in a package","Other","06/23/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"CIRCLE K #8251","901 FOREST AVE","SARALAND","AL",36571,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"PUBLIX #839","2543 JOHN HAWKINS PKWY","HOOVER","AL",35244,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER #904","2200 S MCKENZIE ST","FOLEY","AL",36535,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"COUNTY MARKET 9068","595 HIGHWAY 1 NORTH","GREENVILLE","MS",38701,"Yes","Yes","Cigarettes in a package","Other","06/06/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"WAL-MART SUPERCENTER #916","6072 HWY 98","HATTIESBURG","MS",39402,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"WAL-MART SUPERCENTER #938","6495 ATLANTA HWY","MONTGOMERY","AL",36117,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"WALGREENS #9713","3740 WEST TRUMAN BOULEVARD","JEFFERSON CITY","MO",65109,"Yes","Yes","Cigarettes in a package","Other","07/20/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"98 EXPRESS MART","13280 MOFFETT RD","WILMER","AL",36587,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"AMERICAN FARMS MARKET","9950 EAST BROADWAY ROAD","MESA","AZ",85208,"Yes","Yes","Cigarettes in a package","Other","06/30/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"TERRY RED APPLE TEXACO","511 CUNNINGHAM AVE","TERRY","MS",39170,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"TOWN ARMANETTI BEVERAGE MART","10000 SOUTH WESTERN AVENUE","CHICAGO","IL",60643,"Yes","Yes","Cigarettes in a package","Other","07/14/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"MDV AUXILIARY CLUB OF MARBLE HILL","104 WATER ST","MARBLE HILL","MO",63764,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"B & C GROCERY INC","5401 COUNTY ROAD 388","CUSSETA","AL",36852,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BABBIE QUICK STOP","23084 BABBIE RD","ANDALUSIA","AL",36467,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BIG MOUTH BAIT & CONVENIENCE STORE","7326 LAUREL CANYON RD 8106 LAUREL CANYON RD","JUNCTION CITY","KS",66441,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BIG BASS BAIT & TACKLE","1402 HIGHWAY 14 WEST 1 1/2 MI W OF PRATTVILLE","PRATTVILLE","AL",36067,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE HILLTOP BAR","1101 4TH ST","MONONGAHELA","PA",15063,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BATES TEXACO","1007 FORT DALE RD","GREENVILLE","AL",36037,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BATTLES WHARF MARKET","18327 SCENIC HIGHWAY 98","FAIRHOPE","AL",36532,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"YORK BEACH GROCERY & DELI","9 OCEAN AVE","YORK","ME",03909,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE BEACHCOMBER","388 MILE RD","WELLS","ME",04090,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"TULLY'S BEER AND WINE  INC","45 WELLS PLZ  UNIT 11","WELLS","ME",04090,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"DKM BEVERAGE CITY","1851 MONTGOMERY HWY ST 105","HOOVER","AL",35244,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BI-RITE LIQUORS, INC.","12818 SOUTH US HIGHWAY 71","GRANDVIEW","MO",64030,"Yes","Yes","Cigarettes in a package","Other","07/08/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"BIG D COUNTRY STORE","4512 LITTLE STEEL BRIDGE RD","EQUALITY","AL",36024,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE METRO BISTRO & MARKET","2125 STE 100 2ND AVE N","BIRMINGHAM","AL",35204,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BJ'S GROCERY STORE","150 NORTH CRAFT HWY","CHICKASAW","AL",36611,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"JONES BOY'S MARKET","201 WEST EDITOR STREET","ASHLAND","IL",62612,"Yes","Yes","Cigarettes in a package","Marlboro","06/29/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"BOWLES GROCERY","1423 CR 405","HOUSTON","MS",38851,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE LUNCH BOX","135 AGAMENTICUS RD","SOUTH BERWICK","ME",03908,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"TIGER CORNER BOXCAR","5055 HIGHWAY 147 NORTH","WAVERLY","AL",36879,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BP","30 HWY 43 S","SARALAND","AL",36571,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BP","3000 SAINT STEPHENS RD","PRICHARD","AL",36610,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"PRATTVILLE BP","1669 HWY 31","PRATTVILLE","AL",36067,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"BP","1509 WILMINGTON AVE","NEW CASTLE","PA",16105,"No","No","N/A","N/A","06/07/2011",09/29/2011,"Warning Letter","","1140.16(c)-Use of a self-service display in a non-exempt facility"
"BP","4043 GERMANTOWN AVENUE","PHILADELPHIA","PA",19140,"Yes","Yes","Cigarettes in a package","Other","06/30/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"COUNTRY BREEZE FOOD MART","3472 SNOW RD N","SEMMES","AL",36575,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"J & J BROWN JUG","32415 US HIGHWAY 431","ROANOKE","AL",36274,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"STROLL 'N BUY VARIETY STORE LLC","239 SHORE ROAD","OGUNQUIT","ME",03907,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE C STORE","1800 GOVERNMENT ST","BRANDON","MS",39042,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"SUPER C","24649 US HWY 84","OPP","AL",36467,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"JIMS PARTY CABIN","119 1/2 W FLINT HILLS BLVD","GRANDVIEW PLAZA","KS",66441,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE REGENT CAFE","394 N MAIN STREET","MANSFIELD","MA",02048,"No","No","N/A","N/A","06/24/2011",09/29/2011,"Warning Letter","","1140.14(c)-Use of vending machine in non-exempt facility"
"CATMAN CAFE","16 OLD COLONY WAY","MANSFIELD","MA",02048,"No","No","N/A","N/A","06/24/2011",09/29/2011,"Warning Letter","","1140.14(c)-Use of vending machine in non-exempt facility"
"RUDY'S CAR WASH","811 STEFKO BLVD.","BETHLEHEM","PA",18018,"Yes","Yes","Cigarettes in a package","Newport","06/07/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"CARRYING PLACE MARKET","40 NORTH RD","SWANS ISLAND","ME",04685,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CEFCO","103 GRANTS FERRY RD","BRANDON","MS",39047,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"DISCOUNT TOBACCO & CELLULAR","1521 MAIN STREET","GRANDVIEW","MO",64030,"Yes","Yes","Cigarettes in a package","Other","07/08/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"CHEAPOS","8468 HIGHWAY 45","EIGHT MILE","AL",36613,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"PARK'S CHESTNUT GROCERY & DELI","4630 CHESTNUT STREET","PHILADELPHIA","PA",19139,"Yes","Yes","Cigarettes in a package","Other","06/30/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"CHEVRON","101 HIGHWAY 43 N","SARALAND","AL",36571,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CHEVRON","5331 VETERANS MEMORIAL PKWY","LANETT","AL",36863,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"PLEASANT GROVE CHEVRON","44 PARK RD","PLEASANT GROVE","AL",35127,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"GREENVILLE CHEVRON","938 FT DALE RD","GREENVILLE","AL",36037,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"PINSON VALLEY CHEVRON","2525 PINSON VALLEY PKWY","TARRANT","AL",35217,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"TARRANT CHEVRON","1601 PINSON VALLEY PARKWAY","TARRANT","AL",35217,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"HERROD'S CHEVRON INC","101 NORTH MEMORIAL DRIVE","PRATTVILLE","AL",36067,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CHICKASAW PRIDE","401 N CRAFT HWY","CHICKASAW","AL",36611,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CHINA LOTUS RESTAURANT","1301 NORTH 29TH STREET","PHILADELPHIA","PA",19121,"Yes","Yes","Cigarettes in a package","Newport","06/01/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"PRATTVILLE CIGAR CO","2086 HIGHWAY 14 E","PRATTVILLE","AL",36066,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CITGO","702 ST STEPHENS RD","PRICHARD","AL",36610,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"NICK'S CITGO","2815 SAINT STEPHENS RD","PRICHARD","AL",36610,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CITGO","11734 MOFFETT RD","SEMMES","AL",36575,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"JUNCTION CITGO","301A 9TH AVE SW","LAFAYETTE","AL",36862,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CITGO","640 BELLWOOD ROAD","ENTERPRISE","AL",36330,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CLINT'S PIT STOP","103 SOUTH PONTOTAC ROAD","BRUCE","MS",38915,"Yes","Yes","Smokeless tobacco","Other","06/22/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"WELLS CLIPPER MART","329 POST ROAD","WELLS","ME",04090,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE LEDGES GOLF CLUB","ONE LEDGES DR","YORK","ME",03909,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"D P OIL CONVENIENCE STORE","INTXN OF US HIGHWAY 431 & COUNTY ROAD 82","ROANOKE","AL",36274,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"MILE HIGH CONVENIENCE STORE","1895 EAST COLFAX AVENUE","DENVER","CO",80218,"Yes","Yes","Cigarettes in a package","Other","06/10/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"JUSTIN'S CONVENIENCE STORE","224 12TH ST W","BIRMINGHAM","AL",35204,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CORNER MARKET","299 N MEMORIAL DR","PRATTVILLE","AL",36067,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"COUNTRY CORNER","7025 KALI OKA RD","SARALAND","AL",36571,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CORNER STOP","80 HALSO MILL RD","GREENVILLE","AL",36037,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"MOORES CORNER MARKET","1117 W MAIN ST","PRICHARD","AL",36610,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"COUNTY LINE GROCERY","30524 HIGHWAY 134","KINSTON","AL",36453,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"COUNTY MARKET","1255 WEST MORTON AVENUE","JACKSONVILLE","IL",62650,"Yes","Yes","Cigarettes in a package","Marlboro","06/30/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"COUNTRY MILE LLC","3284 RED HILL ROAD","TALLASSEE","AL",36078,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"HARTS COUNTRY STORE","24454 ANTIOCH RD","ANDALUSIA","AL",36421,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"JOE'S COUNTRY STORE","1005 MAIN ST","SAINT FRANCIS","ME",04774,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"OLD COUNTRY STORE","18731 AL HIGHWAY 55","ANDALUSIA","AL",36420,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"STE. GENEVIEVE ROZIER'S COUNTRY MART","180 PLAZA DRIVE","STE GENEVIEVE","MO",63670,"Yes","Yes","Cigarettes in a package","Other","07/08/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"DOTTIES COUNTRY STORE","8303 GULFCREST RD US HWY 45","CHUNCHULA","AL",36521,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"LIL TONYS COUNTRY STORE","1797 HWY 82 W","PRATTVILLE","AL",36067,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"DUNLAP COURT LIQUOR","233 DUNLAP COURT","JACKSONVILLE","IL",62650,"Yes","Yes","Cigarettes in a package","Marlboro","06/28/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor"
"GREAT CRANBERRY GENERAL STORE","SHORE FRONT RD","CRANBERRY ISLES","ME",04625,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CRAWFORD'S STORE","79 CENTER ST","DREW PLT","ME",04497,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CROWN FOOD MART","5401 VETERANS MEMORIAL PKWY","ADAMSVILLE","AL",35005,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"CVS","2803 SUNCREST","JACKSON","MS",39212,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"D'S PACK N SNACK","927 ST. STEPHENS RD","PRICHARD","AL",36610,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"SHORE ROAD RESTAURANT & DELI / MARKET","10 SHORE RD","YORK","ME",03909,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE DELI MART","1306 E COMMERCE ST","GREENVILLE","AL",36037,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"RADFORD GROCERY AND DELI","7085 HWY 278 WEST","CULLMAN","AL",35057,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"PIKE DELI MARKET","100 CHESTER PIKE","COLLINGDALE","PA",19023,"Yes","Yes","Cigarettes in a package","Other","06/07/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"DELTA EXPRESS","16 MAIN STREET","RAINSVILLE","AL",35986,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"SHELL DEPOT","939 FORT DALE RD","GREENVILLE","AL",36037,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"WAYNES SERVICE & DISCOUNT TOBACCO","14228 AL HIGHWAY 69","CROSSVILLE","AL",35962,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"DONNAS GROCERY","10510 PADGETT SWITCH RD","IRVINGTON","AL",36544,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"SQUIRREL HILL GIANT EAGLE","1901 MURRAY AVENUE","PITTSBURGH","PA",15217,"Yes","Yes","Cigarettes in a package","Newport","05/31/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"LIBERTY EAST","640 E BYPASS","MONTGOMERY","AL",36117,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"THE END ZONE TAP","10036 SOUTH WESTERN AVENUE","CHICAGO","IL",60643,"Yes","Yes","Cigarettes in a package","Other","07/14/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(c)-Use of vending machine in non-exempt facility"
"EVERYDAY FOOD MART","3041 HIGHWAY 150","HOOVER","AL",35244,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"FUEL EXPRESS","1006 BAILEY AVE","JACKSON","MS",39213,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"EXXON","6300 LOTT RD","SEMMES","AL",36575,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"FASTOP","627 SHELTON BEACH RD","SARALAND","AL",36571,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"PIPER'S FINE FOODS","102 SOUTH WASHINGTON STREET","MARQUETTE","KS",67464,"Yes","Yes","Smokeless tobacco","Other","07/26/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
"TERRY FOOD MART","430 CUNNINGHAM RD","TERRY","MS",39170,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"TEXACO FOOD MART","402 S WASHINGTON ST","PRATTVILLE","AL",36067,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"SHELL FOOD MART","6477 DALE DRIVE","MARION","MS",39342,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"SHELL FOOD MART","6416 HWY 39 NORTH","MERIDIAN","MS",39302,"Yes","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"FOOD OUTLET","720 E MAIN ST","PRATTVILLE","AL",36067,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"STOP & SHOP FOOD MART","820 OVERTON AVE","TARRANT","AL",35217,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"KAROS FOOD MART","215 HIGHWAY 43 N","SARALAND","AL",36571,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"R AND V FOOD MART","419 HIGHWAY 43 N","SARALAND","AL",36571,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"S & W FOOD MART II","3385 PINEAPPLE HIGHWAY","GREENVILLE","AL",36037,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"GREENVILLE SUPER FOODS","175 GREENVILLE BYPASS","GREENVILLE","AL",36037,"No","No","N/A","N/A","Not available",09/29/2011,"No Violations Observed","","N/A"
"MANTACHIE FOODS","3275 HIGHWAY 371 NORTH","MANTACHIE","MS",38855,"Yes","Yes","Smokeless tobacco","Other","07/07/2011",09/29/2011,"Warning Letter","","1140.14(a)-Sale to a minor;1140.14(b)(1)-Failure to verify age"
